TemplateType=shoes	Version=2017.0223	Le prime 3 righe sono destinate a uso esclusivo di Amazon.com. Non modificare, né cancellarle prime 3 righe.								Offerta-Informazioni sull'offerta - Attributi obbligatori per rendere il prodotto acquistabile dai clienti sul sito.												Dimensioni-Dimensioni del prodotto - Attributi che specificano le dimensioni e il peso di un prodotto.								Scoperta-Informazioni sulla scoperta del prodotto - Questi attributi influiscono sulla modalit? in cui il cliente pu? trovare i prodotti sul sito mediante navigazione o ricerca.		"Immagini-Informazioni sull'immagine. Si veda la scheda ""Istruzioni per l'immagine"", per maggiori dettagli."										Metodo di gestione-utilizza queste colonne per fornire informazioni riguardanti il metodo di  gestione delle offerte (tramite Logistica di Amazon o auto-gestite dal venditore stesso).							Varianti-Informazioni varianti - Popolare questi attributi se il prodotto ? disponibile in diverse varianti (Per esempio: colore o wattaggio).				Conformit?-Informazioni di conformit? - Attributi utilizzati per conformit? alle leggi a tutela del consumatore nel Paese o nella regione in cui ? venduto l'articolo.	Non raggruppati - Questi attributi di creare elenchi di prodotti ricche per i vostri acquirenti.																			
SKU venditore	Codice prodotto standard	Tipo codice prodotto	Titolo articolo	Marca	Descrizione articolo	Tipo di prodotto	Aggiornamento - Eliminazione	Codice articolo del produttore	Numero di modello	Prezzo articolo	Quantit?	Prezzo scontato	Data inizio sconto	Data fine sconto	Quantit? prodotti per ordine	Disponibilit? messaggio auguri	Disponibilit? confezione regalo	Produzione interrotta	Tempo di evasione ordine	Gruppo Spedizione venditore	Codice fiscale prodotto	Unit? di misura peso di spedizione	Peso di spedizione	Lunghezza articolo	Altezza articolo	Larghezza articolo	Unit? di misura dimensioni del prodotto	Peso articolo	Unit? di misura del peso dell'articolo	Browse node raccomandato	Termini di ricerca	URL immagine principale	URL altre immagini1	URL altre immagini2	URL altre immagini3	URL altre immagini4	URL altre immagini5	URL altre immagini6	URL altre immagini7	URL altre immagini8	URL immagine campione	Altezza pacco	Larghezza pacco	Lunghezza pacco	Unit? di misura dimensioni collo	Peso pacco	Unit? di misura peso collo	Numero centro di distribuzione	Parentela	"SKU ""parent"""	Tipo di relazione	Tema variante	Paese di origine	Genere	Anno del modello	Nome modello	Stile	Colore	Mappatura colore	Taglia	Materiale esterno	Collezione	Stagione	Larghezza Scarpa	Mappatura taglia	Composizione materiale	Materiale interno	Materiale suola	Tipo di tacco	Tipo di chiusura	Tipo di sport	Altezza tacco	Unit? di misura dimensioni scarpa
fines-ToteBag-BGE-BLQO			Character Setsuko Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ww2, japan, ghibli, miyazaki, Grave, FirefliesNosaka, tombstone, world, war, Seita, Setsukoorphan, homeless, movie, sad, children, tears	http://79.98.29.171/media/generated_images/245637.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQN			Lovely Design Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ww2, japan, ghibli, miyazaki, Grave, FirefliesNosaka, tombstone, world, war, Seita, Setsukoorphan, homeless, movie, sad, children, tears	http://79.98.29.171/media/generated_images/245647.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQI			Drifters Shimazu Toyohisa  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQI	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245657.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQH			Ikoma Kabaneri of the Iron Fortress Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQH	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245667.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQG			Ikoma Kabaneri of the Iron Fortress Drawing Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQG	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245677.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQF			Kabaneri of the Iron Fortress Mumei Sitting On The Ground Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQF	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245687.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQE			Mumei Kabaneri of the Iron Fortress Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQE	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245697.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQD			Artwork With Tatsumaki Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQD	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245707.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQC			Series Character Tatsumaki Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQC	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245717.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQB			Nasu Suketaka Yoichi From Drifters Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQB	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245727.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLQA			Portrait With Warning Signs Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLQA	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245737.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPZ			Drifters Shimazu Toyohisa Symbol Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPZ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, battle, cosplay, japan, asian, samurai, fightwarrior, mystery, manga, anime, fantasyepisode, series, season, seinen, action, fun	http://79.98.29.171/media/generated_images/245747.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPX			Close Up Of Face Minimalist Design Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPX	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245757.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPW			Awkward Man With Six Arms Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPW	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245767.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPV			"Kaneki Ken ""You Think This Hurts?"" Sacchetto di cotone tela di canapa"	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPV	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, Tokyo Touka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245777.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPU			Kaneki Ken Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPU	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, tokyo, ghoulTouka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245787.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPT			Showing Signs Of Peace With His Hands Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPT	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245797.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPS			Superhero Smiling  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPS	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245807.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPR			OPPAI Design From Clothes Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPR	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245817.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPQ			I'm Not A Ghoul, I Just Really Like Coffee Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPQ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, AnteikuTouka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245827.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPP			Red Sand Clock Design Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPP	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, tokyo, ghoulTouka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245837.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPO			Cool Artwork With Faces On A Background Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245847.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPN			Uta Drawing Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, tokyo, ghoulTouka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245857.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPM			Run Hero For Fun Design Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPM	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245867.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPL			Superhero Artwork Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPL	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245877.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPK			Powerful Man Portrait Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPK	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245887.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPJ			Kirishima Touka  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPJ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, Ken, Kaneki, death, jack, society, tokyo, ghoulTouka, Yoshimura, Kagune, weapon, skinepisode, series, season, anime, manga	http://79.98.29.171/media/generated_images/245897.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPI			Just A Kid Who's A Goat For Fun Artwork Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPI	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245907.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BLPH			Funny OK Artwork Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BLPH	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, parody, superhero, power, oppai, One, Punch, gymfit, anime, manga, viral, new, top, popular, japancomedy, wanpanman, series, episode, season	http://79.98.29.171/media/generated_images/245917.png																					Lituania					Beige	Beige	one size					one size								
